"id","Invoice_Date","Invoice_name","Line_of_business","Price","Quantity","Status"
"989","1/22/2019","vulputate_luctus.xls","Moore, Jacobson and Cruickshank","13118","2","Open"
"990","11/9/2018","pretium_iaculis_justo.xls","Baumbach, Kohler and Romaguera","69","0","Open"
"991","3/12/2019","sapien_cum_sociis.xls","Sipes-Legros","948","5","Open"
"992","2/5/2019","ornare_consequat.ppt","Beahan-Rohan","9","26071","Open"
"993","10/12/2018","massa_tempor.xls","Hamill-O'Reilly","3","4657","Open"
"994","2/22/2019","nunc.ppt","Davis Inc","637","272","Open"
"995","1/26/2019","proin.xls","Walker-Ward","632","37362","Open"
"996","12/18/2018","ipsum.ppt","Nikolaus-Koepp","9","449","Open"
"997","4/26/2018","consequat_varius_integer.ppt","Morar, Kilback and Olson","33","4","Open"
"998","8/14/2018","tincidunt_eu_felis.doc","Windler Inc","561","69124","Open"
"999","7/29/2018","amet.xls","Senger-Hand","9","19553","Open"
"1000","4/2/2018","in_felis_donec.ppt","Beahan LLC","241","6","Approved"
"1001","2019-03-14","fsfsf","kjfs","232","45","Open"
"1002","2019-03-17","ABc","abc","234","10","Open"
